@_fa,citedby-count,dc:creator,dc:identifier,dc:title,eid,openaccess,openaccessFlag,pii,prism:aggregationType,prism:coverDate,prism:coverDisplayDate,prism:doi,prism:eIssn,prism:issn,prism:issueIdentifier,prism:pageRange,prism:publicationName,prism:url,prism:volume,pubmed-id,source-id,subtype,subtypeDescription
true,14,Jabbi M.,SCOPUS_ID:84936804404,Convergent BOLD and Beta-Band Activity in Superior Temporal Sulcus and Frontolimbic Circuitry Underpins Human Emotion Cognition,2-s2.0-84936804404,0,False,,Journal,2015-01-01,1 July 2015,10.1093/cercor/bht427,14602199,10473211,7,1878-1888,Cerebral Cortex,https://api.elsevier.com/content/abstract/scopus_id/84936804404,25,24464944,14855,ar,Article
true,14,Tsujikawa T.,SCOPUS_ID:84885738234,"In vitro and in vivo evaluation of<sup>11</sup>C-SD5024, a novel PET radioligand for human brain imaging of cannabinoid CB<inf>1</inf>receptors",2-s2.0-84885738234,0,False,S1053811913009798,Journal,2014-01-01,1 January 2014,10.1016/j.neuroimage.2013.09.043,10959572,10538119,,733-741,NeuroImage,https://api.elsevier.com/content/abstract/scopus_id/84885738234,84,24076222,17495,ar,Article
true,14,Anthony L.,SCOPUS_ID:84880894174,"Interests in high-functioning autism are more intense, interfering, and idiosyncratic than those in neurotypical development",2-s2.0-84880894174,0,False,S0954579413000072,Journal,2013-08-01,August 2013,10.1017/S0954579413000072,14692198,09545794,3,643-652,Development and Psychopathology,https://api.elsevier.com/content/abstract/scopus_id/84880894174,25,23880382,13491,ar,Article
true,14,Fair C.,SCOPUS_ID:84879099659,Reproductive health decision-making in perinatally HIV-infected adolescents and young adults,2-s2.0-84879099659,0,False,,Journal,2013-07-01,July 2013,10.1007/s10995-012-1070-3,15736628,10927875,5,797-808,Maternal and Child Health Journal,https://api.elsevier.com/content/abstract/scopus_id/84879099659,17,22736033,27658,ar,Article
true,14,Dimitrov E.,SCOPUS_ID:84876735036,Forebrain GABAergic projections to locus coeruleus in mouse,2-s2.0-84876735036,0,False,,Journal,2013-07-01,1 July 2013,10.1002/cne.23291,10969861,00219967,10,2373-2397,Journal of Comparative Neurology,https://api.elsevier.com/content/abstract/scopus_id/84876735036,521,23296594,16689,ar,Article
true,14,Ludi E.,SCOPUS_ID:84862188837,Suicide risk in youth with intellectual disabilities: The challenges of screening,2-s2.0-84862188837,0,False,0000470320120600000007,Journal,2012-06-01,June 2012,10.1097/DBP.0b013e3182599295,,0196206X,5,431-440,Journal of Developmental and Behavioral Pediatrics,https://api.elsevier.com/content/abstract/scopus_id/84862188837,33,22668827,15104,re,Review
true,14,Hwang S.,SCOPUS_ID:84957973881,Dual neurocircuitry dysfunctions in disruptive behavior disorders: Emotional responding and response inhibition,2-s2.0-84957973881,0,False,S0033291716000118,Journal,2016-05-01,1 May 2016,10.1017/S0033291716000118,14698978,00332917,7,1485-1496,Psychological Medicine,https://api.elsevier.com/content/abstract/scopus_id/84957973881,46,26875722,18742,ar,Article
true,14,Ruczinski I.,SCOPUS_ID:84865538112,A population-based study of dna repair gene variants in relation to non-melanoma skin cancer as a marker of a cancer-prone phenotype,2-s2.0-84865538112,1,True,,Journal,2012-09-01,September 2012,10.1093/carcin/bgs170,14602180,01433334,9,1692-1698,Carcinogenesis,https://api.elsevier.com/content/abstract/scopus_id/84865538112,33,22581838,29236,ar,Article
true,14,Muse J.,SCOPUS_ID:84898662832,WWC1 genotype modulates age-related decline in episodic memory function across the adult life Span,2-s2.0-84898662832,0,False,S0006322313009451,Journal,2014-05-01,1 May 2014,10.1016/j.biopsych.2013.09.036,18732402,00063223,9,693-700,Biological Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/84898662832,75,24290728,14308,ar,Article
true,14,Ruan H.,SCOPUS_ID:84874053030,Developing Genetic Epidemiological Models to Predict Risk for Nasopharyngeal Carcinoma in High-Risk Population of China,2-s2.0-84874053030,1,True,,Journal,2013-02-15,15 February 2013,10.1371/journal.pone.0056128,19326203,,2,,PLoS ONE,https://api.elsevier.com/content/abstract/scopus_id/84874053030,8,23457511,10600153309,ar,Article
true,14,Conner C.,SCOPUS_ID:84911024089,Category specific spatial dissociations of parallel processes underlying visual naming,2-s2.0-84911024089,1,True,,Journal,2014-01-01,2014,10.1093/cercor/bht130,14602199,10473211,10,2741-2750,Cerebral Cortex,https://api.elsevier.com/content/abstract/scopus_id/84911024089,24,23696279,14855,ar,Article
true,14,Kannan P.,SCOPUS_ID:84878653022,Factors that limit positron emission tomography imaging of P-glycoprotein density at the blood-brain barrier,2-s2.0-84878653022,1,True,,Journal,2013-06-03,3 June 2013,10.1021/mp400011g,15438392,15438384,6,2222-2229,Molecular Pharmaceutics,https://api.elsevier.com/content/abstract/scopus_id/84878653022,10,23597242,130126,re,Review
true,13,Ambalavanan A.,SCOPUS_ID:84945578002,De novo variants in sporadic cases of childhood onset schizophrenia,2-s2.0-84945578002,0,False,,Journal,2016-06-01,1 June 2016,10.1038/ejhg.2015.218,14765438,10184813,6,944-948,European Journal of Human Genetics,https://api.elsevier.com/content/abstract/scopus_id/84945578002,24,26508570,22101,ar,Article
true,13,Trefler A.,SCOPUS_ID:84961777771,Impact of time-of-day on brain morphometric measures derived from T<inf>1</inf>-weighted magnetic resonance imaging,2-s2.0-84961777771,0,False,S1053811916001439,Journal,2016-06-01,"June 01, 2016",10.1016/j.neuroimage.2016.02.034,10959572,10538119,,41-52,NeuroImage,https://api.elsevier.com/content/abstract/scopus_id/84961777771,133,26921714,17495,ar,Article
true,13,Dayan E.,SCOPUS_ID:84896361800,Stochastic reinforcement benefits skill acquisition,2-s2.0-84896361800,1,True,,Journal,2014-01-01,March 2014,10.1101/lm.032417.113,15495485,10720502,3,140-142,Learning and Memory,https://api.elsevier.com/content/abstract/scopus_id/84896361800,21,24532838,17282,ar,Article
true,13,Garay R.,SCOPUS_ID:85018196693,Investigational drugs in recent clinical trials for treatment-resistant depression,2-s2.0-85018196693,0,False,,Journal,2017-06-03,3 June 2017,10.1080/14737175.2017.1283217,17448360,14737175,6,593-609,Expert Review of Neurotherapeutics,https://api.elsevier.com/content/abstract/scopus_id/85018196693,17,28092469,21370,re,Review
true,13,Tong Y.,SCOPUS_ID:84961629620,Seeking optimal region-of-interest (ROI) single-value summary measures for fMRI studies in imaging genetics,2-s2.0-84961629620,1,True,,Journal,2016-03-01,March 2016,10.1371/journal.pone.0151391,19326203,,3,,PLoS ONE,https://api.elsevier.com/content/abstract/scopus_id/84961629620,11,26974435,10600153309,ar,Article
true,13,Liu X.,SCOPUS_ID:84954197529,"Arousal transitions in sleep, wakefulness, and anesthesia are characterized by an orderly sequence of cortical events",2-s2.0-84954197529,0,False,S1053811915002815,Journal,2015-08-01,"August 01, 2015",10.1016/j.neuroimage.2015.04.003,10959572,10538119,,222-231,NeuroImage,https://api.elsevier.com/content/abstract/scopus_id/84954197529,116,25865143,17495,ar,Article
true,13,Brotman M.,SCOPUS_ID:84925940729,Parametric modulation of neural activity during face emotion processing in unaffected youth at familial risk for bipolar disorder,2-s2.0-84925940729,0,False,,Journal,2014-01-01,2014,10.1111/bdi.12193,13995618,13985647,7,756-763,Bipolar Disorders,https://api.elsevier.com/content/abstract/scopus_id/84925940729,16,24617738,14313,ar,Article
true,13,Lauro P.,SCOPUS_ID:84954391307,DBSproc: An open source process for DBS electrode localization and tractographic analysis,2-s2.0-84954391307,0,False,,Journal,2016-01-01,1 January 2016,10.1002/hbm.23039,10970193,10659471,1,422-433,Human Brain Mapping,https://api.elsevier.com/content/abstract/scopus_id/84954391307,37,26523416,16101,ar,Article
true,13,Murphy E.,SCOPUS_ID:84888007003,"Race, genetic ancestry and response to antidepressant treatment for major depression",2-s2.0-84888007003,0,False,NPP2013166,Journal,2013-12-01,December 2013,10.1038/npp.2013.166,1740634X,0893133X,13,2598-2606,Neuropsychopharmacology,https://api.elsevier.com/content/abstract/scopus_id/84888007003,38,23827886,18017,ar,Article
true,13,Qin H.,SCOPUS_ID:84955181542,Whole-genome association analysis of treatment response in obsessive-compulsive disorder,2-s2.0-84955181542,0,False,,Journal,2016-02-01,1 February 2016,10.1038/mp.2015.32,14765578,13594184,2,270-276,Molecular Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/84955181542,21,25824302,17382,ar,Article
true,13,Burstein M.,SCOPUS_ID:84903373475,"Threshold and subthreshold generalized anxiety disorder among US adolescents: Prevalence, sociodemographic, and clinical characteristics",2-s2.0-84903373475,0,False,S0033291713002997,Journal,2014-01-01,August 2014,10.1017/S0033291713002997,14698978,00332917,11,2351-2362,Psychological Medicine,https://api.elsevier.com/content/abstract/scopus_id/84903373475,44,24384401,18742,ar,Article
true,13,Toufexis M.,SCOPUS_ID:84923310573,Disordered eating and food restrictions in children with PANDAS/PANS,2-s2.0-84923310573,0,False,,Journal,2015-01-01,1 February 2015,10.1089/cap.2014.0063,15578992,10445463,1,48-56,Journal of Child and Adolescent Psychopharmacology,https://api.elsevier.com/content/abstract/scopus_id/84923310573,25,25329522,16672,ar,Article
true,13,Jang A.,SCOPUS_ID:84939817308,The role of frontal cortical and medial-temporal lobe brain areas in learning a Bayesian prior belief on reversals,2-s2.0-84939817308,1,True,,Journal,2015-08-19,19 August 2015,10.1523/JNEUROSCI.1594-15.2015,15292401,02706474,33,11751-11760,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84939817308,35,26290251,16764,ar,Article
true,13,Schmidt P.,SCOPUS_ID:84872611354,Cognitive performance in healthy women during induced hypogonadism and ovarian steroid addback,2-s2.0-84872611354,0,False,,Journal,2013-02-01,February 2013,10.1007/s00737-012-0316-9,14351102,14341816,1,47-58,Archives of Women's Mental Health,https://api.elsevier.com/content/abstract/scopus_id/84872611354,16,23188540,19489,ar,Article
true,13,Misaki M.,SCOPUS_ID:84871017588,The effect of spatial smoothing on fMRI decoding of columnar-level organization with linear support vector machine,2-s2.0-84871017588,0,False,S0165027012004608,Journal,2013-01-01,January 2013,10.1016/j.jneumeth.2012.11.004,1872678X,01650270,2,355-361,Journal of Neuroscience Methods,https://api.elsevier.com/content/abstract/scopus_id/84871017588,212,23174092,16765,ar,Article
true,13,Lohith T.,SCOPUS_ID:84890943049,Retest imaging of [<sup>11</sup>C]NOP-1A binding to nociceptin/orphanin FQ peptide (NOP) receptors in the brain of healthy humans,2-s2.0-84890943049,0,False,S1053811913010926,Journal,2014-02-15,15 February 2014,10.1016/j.neuroimage.2013.10.068,10959572,10538119,,89-95,NeuroImage,https://api.elsevier.com/content/abstract/scopus_id/84890943049,87,24225488,17495,ar,Article
true,13,Zanotti-Fregonara P.,SCOPUS_ID:84885428372,Suggested pathway to assess radiation safety of 18F-labeled PET tracers for first-in-human studies,2-s2.0-84885428372,0,False,,Journal,2013-07-19,2013,10.1007/s00259-013-2512-x,16197089,16197070,11,1781-1783,European Journal of Nuclear Medicine and Molecular Imaging,https://api.elsevier.com/content/abstract/scopus_id/84885428372,40,23868334,16676,le,Letter
true,13,Krieger F.,SCOPUS_ID:84889657680,"Irritability in children and adolescents: Past concepts, current debates, and future opportunities",2-s2.0-84889657680,0,False,,Journal,2013-12-12,2013,10.1590/1516-4446-2013-S107,,15164446,SUPPL. 1,,Revista Brasileira de Psiquiatria,https://api.elsevier.com/content/abstract/scopus_id/84889657680,35,24142126,19262,ar,Article
true,13,McMahon F.,SCOPUS_ID:84925306502,Prediction of treatment outcomes in psychiatry-where do we stand?,2-s2.0-84925306502,0,False,,Journal,2014-01-01,2014,,,12948322,4,455-464,Dialogues in Clinical Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84925306502,16,25733951,15440,ar,Article
true,13,Deng Z.,SCOPUS_ID:84920997524,Effect of anatomical variability on electric field characteristics of electroconvulsive therapy and magnetic seizure therapy: A parametric modeling study,2-s2.0-84920997524,0,False,,Journal,2015-01-01,1 January 2015,10.1109/TNSRE.2014.2339014,,15344320,1,22-31,IEEE Transactions on Neural Systems and Rehabilitation Engineering,https://api.elsevier.com/content/abstract/scopus_id/84920997524,23,25055384,16321,ar,Article
true,13,Thurin K.,SCOPUS_ID:84881180241,Effects of ZNF804A on neurophysiologic measures of cognitive control,2-s2.0-84881180241,0,False,MP2012134,Journal,2013-08-01,August 2013,10.1038/mp.2012.134,14765578,13594184,8,852-854,Molecular Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/84881180241,18,23032874,17382,le,Letter
true,13,Knowles E.,SCOPUS_ID:84869875010,Dedifferentiation and substitute strategy: Deconstructing the processing-speed impairment in schizophrenia,2-s2.0-84869875010,0,False,S0920996412005038,Journal,2012-12-01,December 2012,10.1016/j.schres.2012.08.020,15732509,09209964,1-3,129-136,Schizophrenia Research,https://api.elsevier.com/content/abstract/scopus_id/84869875010,142,23084540,19355,ar,Article
true,13,Jo H.,SCOPUS_ID:84869027003,Quantifying Agreement between Anatomical and Functional Interhemispheric Correspondences in the Resting Brain,2-s2.0-84869027003,1,True,,Journal,2012-11-08,8 November 2012,10.1371/journal.pone.0048847,19326203,,11,,PLoS ONE,https://api.elsevier.com/content/abstract/scopus_id/84869027003,7,23144995,10600153309,ar,Article
true,13,Evans S.,SCOPUS_ID:84865043990,Performance on a probabilistic inference task in healthy subjects receiving ketamine compared with patients with schizophrenia,2-s2.0-84865043990,0,False,,Journal,2012-09-01,September 2012,10.1177/0269881111435252,14617285,02698811,9,1211-1217,Journal of Psychopharmacology,https://api.elsevier.com/content/abstract/scopus_id/84865043990,26,22389244,23109,ar,Article
true,13,Zanotti-Fregonara P.,SCOPUS_ID:84874106895,Evaluation in vitro and in animals of a new<sup>11</sup>C-labeled PET radioligand for metabotropic glutamate receptors 1 in brain,2-s2.0-84874106895,0,False,,Journal,2013-01-01,January 2013,10.1007/s00259-012-2269-7,16197089,16197070,2,245-253,European Journal of Nuclear Medicine and Molecular Imaging,https://api.elsevier.com/content/abstract/scopus_id/84874106895,40,23135321,16676,ar,Article
true,13,Jenkins A.,SCOPUS_ID:84904463987,Identification of candidate single-nucleotide polymorphisms in NRXN1 related to antipsychotic treatment response in patients with schizophrenia,2-s2.0-84904463987,0,False,NPP201465,Journal,2014-01-01,August 2014,10.1038/npp.2014.65,1740634X,0893133X,9,2170-2178,Neuropsychopharmacology,https://api.elsevier.com/content/abstract/scopus_id/84904463987,39,24633560,18017,ar,Article
true,13,Trampush J.,SCOPUS_ID:84930930569,Independent evidence for an association between general cognitive ability and a genetic locus for educational attainment,2-s2.0-84930930569,0,False,,Journal,2015-01-01,1 July 2015,10.1002/ajmg.b.32319,1552485X,15524841,5,363-373,"American Journal of Medical Genetics, Part B: Neuropsychiatric Genetics",https://api.elsevier.com/content/abstract/scopus_id/84930930569,168,25951819,145178,ar,Article
true,13,De Bundel D.,SCOPUS_ID:84954561382,Dopamine D2 receptors gate generalization of conditioned threat responses through mTORC1 signaling in the extended amygdala,2-s2.0-84954561382,0,False,,Journal,2016-11-01,1 November 2016,10.1038/mp.2015.210,14765578,13594184,11,1545-1553,Molecular Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/84954561382,21,26782052,17382,ar,Article
true,13,Qin M.,SCOPUS_ID:84930659595,Endocannabinoid-mediated improvement on a test of aversive memory in a mouse model of fragile X syndrome,2-s2.0-84930659595,0,False,S0166432815003253,Journal,2015-09-05,"September 05, 2015",10.1016/j.bbr.2015.05.003,18727549,01664328,,164-171,Behavioural Brain Research,https://api.elsevier.com/content/abstract/scopus_id/84930659595,291,25979787,14285,ar,Article
true,13,Adleman N.,SCOPUS_ID:84876788858,Abnormal fusiform activation during emotional-face encoding assessed with functional magnetic resonance imaging,2-s2.0-84876788858,0,False,S0925492713000243,Journal,2013-05-30,30 May 2013,10.1016/j.pscychresns.2013.01.006,18727506,09254927,2,161-163,Psychiatry Research - Neuroimaging,https://api.elsevier.com/content/abstract/scopus_id/84876788858,212,23541333,18730,ar,Article
true,13,Yu S.,SCOPUS_ID:84902824865,Scale-invariant neuronal avalanche dynamics and the cut-off in size distributions,2-s2.0-84902824865,1,True,,Journal,2014-06-13,13 June 2014,10.1371/journal.pone.0099761,19326203,,6,,PLoS ONE,https://api.elsevier.com/content/abstract/scopus_id/84902824865,9,24927158,10600153309,ar,Article
true,13,Fiuzat E.,SCOPUS_ID:85014506643,The role of orbitofrontal-amygdala interactions in updating action-outcome valuations in macaques,2-s2.0-85014506643,0,False,,Journal,2017-03-01,1 March 2017,10.1523/JNEUROSCI.1839-16.2017,15292401,02706474,9,2463-2470,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/85014506643,37,28148725,16764,ar,Article
true,13,Clark A.,SCOPUS_ID:84873040740,Interaction between orbital prefrontal and rhinal cortex is required for normal estimates of expected value,2-s2.0-84873040740,0,False,,Journal,2013-01-30,30 January 2013,10.1523/JNEUROSCI.3605-12.2013,15292401,02706474,5,1833-1845,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84873040740,33,23365223,16764,ar,Article
true,13,Kapetanovic S.,SCOPUS_ID:84894038507,Biomarkers and neurodevelopment in perinatally HIV-infected or exposed youth: A structural equation model analysis,2-s2.0-84894038507,0,False,,Journal,2014-01-28,28 January 2014,10.1097/QAD.0000000000000072,14735571,02699370,3,355-364,AIDS,https://api.elsevier.com/content/abstract/scopus_id/84894038507,28,24670521,21309,ar,Article
true,13,Hung C.,SCOPUS_ID:84938071831,"Functional MRI of visual responses in the awake, behaving marmoset",2-s2.0-84938071831,0,False,S1053811915005959,Journal,2015-10-05,"October 05, 2015",10.1016/j.neuroimage.2015.06.090,10959572,10538119,,1-11,NeuroImage,https://api.elsevier.com/content/abstract/scopus_id/84938071831,120,26149609,17495,ar,Article
true,13,Dal Monte O.,SCOPUS_ID:84986552381,Amygdala lesions in rhesus macaques decrease attention to threat,2-s2.0-84986552381,1,True,,Journal,2015-01-01,2015,10.1038/ncomms10161,20411723,,,,Nature Communications,https://api.elsevier.com/content/abstract/scopus_id/84986552381,6,26658670,19700182758,ar,Article
true,13,Jamain S.,SCOPUS_ID:84905841619,Common and rare variant analysis in early-onset bipolar disorder vulnerability,2-s2.0-84905841619,1,True,,Journal,2014-08-11,11 August 2014,10.1371/journal.pone.0104326,19326203,,8,,PLoS ONE,https://api.elsevier.com/content/abstract/scopus_id/84905841619,9,25111785,10600153309,ar,Article
true,13,Abend R.,SCOPUS_ID:84877004076,Learning to Attend to Threat Accelerates and Enhances Memory Consolidation,2-s2.0-84877004076,1,True,,Journal,2013-04-30,30 April 2013,10.1371/journal.pone.0062501,19326203,,4,,PLoS ONE,https://api.elsevier.com/content/abstract/scopus_id/84877004076,8,23638100,10600153309,ar,Article
true,13,Lee N.,SCOPUS_ID:84981249262,Dissociations in cortical morphometry in youth with down syndrome: Evidence for reduced surface area but increased thickness,2-s2.0-84981249262,1,True,,Journal,2016-01-01,2016,10.1093/cercor/bhv107,14602199,10473211,7,2982-2990,Cerebral Cortex,https://api.elsevier.com/content/abstract/scopus_id/84981249262,26,26088974,14855,ar,Article
true,12,McMahon D.,SCOPUS_ID:84907487669,One month in the life of a neuron: Longitudinal single-unit electrophysiology in the monkey visual system,2-s2.0-84907487669,1,True,,Journal,2014-10-01,1 October 2014,10.1152/jn.00052.2014,15221598,00223077,7,1748-1762,Journal of Neurophysiology,https://api.elsevier.com/content/abstract/scopus_id/84907487669,112,24966298,23475,ar,Article
true,12,Bridge J.,SCOPUS_ID:84906306947,Prioritizing research to reduce youth suicide and suicidal behavior,2-s2.0-84906306947,0,False,S0749379714002621,Journal,2014-01-01,September 2014,10.1016/j.amepre.2014.06.001,18732607,07493797,3 SUPPL. 2,,American Journal of Preventive Medicine,https://api.elsevier.com/content/abstract/scopus_id/84906306947,47,25145744,27063,ar,Article
true,12,Yin X.,SCOPUS_ID:84940490993,Downregulated AEG-1 together with inhibited PI3K/Akt pathway is associated with reduced viability of motor neurons in an ALS model,2-s2.0-84940490993,0,False,S1044743115300154,Journal,2015-09-01,"September 01, 2015",10.1016/j.mcn.2015.08.009,10959327,10447431,,303-313,Molecular and Cellular Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84940490993,68,26320681,17379,ar,Article
true,12,Brouwer C.,SCOPUS_ID:84904989440,Development of N -methyl-(2-arylquinolin-4-yl)oxypropanamides as leads to PET radioligands for translocator protein (18 kDa),2-s2.0-84904989440,1,True,,Journal,2014-07-24,24 July 2014,10.1021/jm5007947,15204804,00222623,14,6240-6251,Journal of Medicinal Chemistry,https://api.elsevier.com/content/abstract/scopus_id/84904989440,57,24949670,23041,ar,Article
true,12,Joyce D.,SCOPUS_ID:84896909408,Examining belief and confidence in schizophrenia,2-s2.0-84896909408,0,False,S0033291713000263,Journal,2013-01-01,November 2013,10.1017/S0033291713000263,14698978,00332917,11,2327-2338,Psychological Medicine,https://api.elsevier.com/content/abstract/scopus_id/84896909408,43,23521846,18742,ar,Article
true,12,Di Florio A.,SCOPUS_ID:84995777857,"The impact of education, country, race and ethnicity on the self-report of postpartum depression using the Edinburgh Postnatal Depression Scale",2-s2.0-84995777857,0,False,S0033291716002087,Journal,2017-04-01,1 April 2017,10.1017/S0033291716002087,14698978,00332917,5,787-799,Psychological Medicine,https://api.elsevier.com/content/abstract/scopus_id/84995777857,47,27866476,18742,ar,Article
true,12,Althoff R.,SCOPUS_ID:84961956232,Disruptive Mood Dysregulation Disorder at Ages 13-18: Results from the National Comorbidity Survey - Adolescent Supplement,2-s2.0-84961956232,0,False,,Journal,2016-03-01,1 March 2016,10.1089/cap.2015.0038,15578992,10445463,2,107-113,Journal of Child and Adolescent Psychopharmacology,https://api.elsevier.com/content/abstract/scopus_id/84961956232,26,26771536,16672,re,Review
true,12,Schafer M.,SCOPUS_ID:84884309471,Localization and expression of vmat2 aross mammalian species. A translational guide for its visualization and targeting in health and disease.,2-s2.0-84884309471,0,False,B9780124115125.000154,Book Series,2013-09-24,2013,10.1016/B978-0-12-411512-5.00015-4,15578925,10543589,,319-334,Advances in Pharmacology,https://api.elsevier.com/content/abstract/scopus_id/84884309471,68,24054151,19427,ar,Article
true,12,Bui E.,SCOPUS_ID:84903733410,Do participants in genome sequencing studies of psychiatric disorders wish to be informed of their results? A survey study,2-s2.0-84903733410,1,True,,Journal,2014-07-01,1 July 2014,10.1371/journal.pone.0101111,19326203,,7,,PLoS ONE,https://api.elsevier.com/content/abstract/scopus_id/84903733410,9,24983240,10600153309,ar,Article
true,12,Mian N.,SCOPUS_ID:84938973034,Development of a novel observational measure for anxiety in young children: The Anxiety Dimensional Observation Scale,2-s2.0-84938973034,0,False,,Journal,2015-01-01,1 September 2015,10.1111/jcpp.12407,14697610,00219630,9,1017-1025,Journal of Child Psychology and Psychiatry and Allied Disciplines,https://api.elsevier.com/content/abstract/scopus_id/84938973034,56,25773515,15402,ar,Article
true,12,Balderston N.,SCOPUS_ID:84945232042,Effect of anxiety on behavioural pattern separation in humans,2-s2.0-84945232042,0,False,,Journal,2017-02-17,17 February 2017,10.1080/02699931.2015.1096235,14640600,02699931,2,238-248,Cognition and Emotion,https://api.elsevier.com/content/abstract/scopus_id/84945232042,31,26480349,12858,ar,Article
true,12,Chien Y.,SCOPUS_ID:84939554395,Mudd's disease (MAT I/III deficiency): A survey of data for MAT1A homozygotes and compound heterozygotes,2-s2.0-84939554395,1,True,,Journal,2015-08-20,20 August 2015,10.1186/s13023-015-0321-y,17501172,,1,,Orphanet Journal of Rare Diseases,https://api.elsevier.com/content/abstract/scopus_id/84939554395,10,26289392,5700191213,ar,Article
true,12,Snyder J.,SCOPUS_ID:84978995209,A transgenic rat for specifically inhibiting adult neurogenesis,2-s2.0-84978995209,1,True,,Journal,2016-01-01,2016,10.1523/ENEURO.0064-16.2016,23732822,,3,464-466,eNeuro,https://api.elsevier.com/content/abstract/scopus_id/84978995209,3,27257630,21100782808,ar,Article
true,12,Jabbi M.,SCOPUS_ID:84991010759,Variation in the Williams syndrome GTF2I gene and anxiety proneness interactively affect prefrontal cortical response to aversive stimuli,2-s2.0-84991010759,1,True,,Journal,2015-08-25,25 August 2015,10.1038/tp.2015.98,21583188,,8,,Translational Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/84991010759,5,26285132,19900191866,ar,Article
true,12,Lago T.,SCOPUS_ID:85002614346,Striatum on the anxiety map: Small detours into adolescence,2-s2.0-85002614346,0,False,S0006899316304309,Journal,2017-01-01,1 January 2017,10.1016/j.brainres.2016.06.006,18726240,00068993,,177-184,Brain Research,https://api.elsevier.com/content/abstract/scopus_id/85002614346,1654,27276526,14346,re,Review
true,12,Zanotti-Fregonara P.,SCOPUS_ID:84875934824,"Population-Based Input Function Modeling for [<sup>18</sup>F]FMPEP-d<inf>2</inf>, an Inverse Agonist Radioligand for Cannabinoid CB<inf>1</inf>Receptors: Validation in Clinical Studies",2-s2.0-84875934824,1,True,,Journal,2013-04-05,5 April 2013,10.1371/journal.pone.0060231,19326203,,4,,PLoS ONE,https://api.elsevier.com/content/abstract/scopus_id/84875934824,8,23577094,10600153309,ar,Article
true,12,Lee E.,SCOPUS_ID:84929340593,"Injection of a dopamine type 2 receptor antagonist into the dorsal striatum disrupts choices driven by previous outcomes, but not perceptual inference",2-s2.0-84929340593,1,True,,Journal,2015-01-01,22 April 2015,10.1523/JNEUROSCI.4561-14.2015,15292401,02706474,16,6298-6306,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84929340593,35,25904783,16764,ar,Article
true,12,Li S.,SCOPUS_ID:84928725193,<sup>13</sup>C MRS of human brain at 7 Tesla using [2-<sup>13</sup>C]glucose infusion and low power broadband stochastic proton decoupling,2-s2.0-84928725193,0,False,,Journal,2016-03-01,1 March 2016,10.1002/mrm.25721,15222594,07403194,3,954-961,Magnetic Resonance in Medicine,https://api.elsevier.com/content/abstract/scopus_id/84928725193,75,25917936,17267,ar,Article
true,12,Van Der Veen J.,SCOPUS_ID:84883407640,Regional difference in GABA levels between medial prefrontal and occipital cortices,2-s2.0-84883407640,0,False,,Journal,2013-09-01,September 2013,10.1002/jmri.24009,15222586,10531807,3,745-750,Journal of Magnetic Resonance Imaging,https://api.elsevier.com/content/abstract/scopus_id/84883407640,38,23349060,17225,ar,Article
true,12,Bjork J.,SCOPUS_ID:84892668864,Dietary tyrosine/phenylalanine depletion effects on behavioral and brain signatures of human motivational processing,2-s2.0-84892668864,0,False,NPP2013232,Journal,2014-02-01,February 2014,10.1038/npp.2013.232,1740634X,0893133X,3,595-604,Neuropsychopharmacology,https://api.elsevier.com/content/abstract/scopus_id/84892668864,39,23995581,18017,ar,Article
true,12,Patel N.,SCOPUS_ID:84911906274,Oxytocin and vasopressin modulate risk-taking,2-s2.0-84911906274,0,False,S0031938414005332,Journal,2015-02-01,"February 01, 2015",10.1016/j.physbeh.2014.11.018,1873507X,00319384,,254-260,Physiology and Behavior,https://api.elsevier.com/content/abstract/scopus_id/84911906274,139,25446228,24007,ar,Article
true,12,McMahon D.,SCOPUS_ID:84929353499,"Single-unit activity during natural vision: Diversity, consistency, and spatial sensitivity among AF face patch neurons",2-s2.0-84929353499,1,True,,Journal,2015-01-01,8 April 2015,10.1523/JNEUROSCI.3825-14.2015,15292401,02706474,14,5537-5548,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84929353499,35,25855170,16764,ar,Article
true,12,Scott B.,SCOPUS_ID:84919682897,Neural correlates of auditory short-term memory in rostral superior temporal cortex,2-s2.0-84919682897,1,True,S0960982214012809,Journal,2014-01-01,1 December 2014,10.1016/j.cub.2014.10.004,,09609822,23,2767-2775,Current Biology,https://api.elsevier.com/content/abstract/scopus_id/84919682897,24,25456448,15537,ar,Article
